OTU	Domain	Phylum	Class	Order	Family	Genus	Species
OTU_4135	Fungi	Ascomycota	Pezizomycetes	?	?	?	?
OTU_4136	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	?	?
OTU_4138	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	?	?
OTU_4139	Fungi	Ascomycota	?	?	?	?	?
OTU_4142	Fungi	Basidiomycota	?	?	?	?	?
OTU_4143	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Penicillium	?
OTU_4145	Fungi	Ascomycota	?	?	?	?	?
OTU_4146	Fungi	Ascomycota	?	?	?	?	?
OTU_4147	Fungi	Ascomycota	?	?	?	?	?
OTU_4148	Fungi	Glomeromycota	Glomeromycetes	?	?	?	?
OTU_4149	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	Pleosporales sp
OTU_4151	Fungi	Ascomycota	Eurotiomycetes	?	?	?	?
OTU_4153	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	?	?
OTU_4157	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_4158	Fungi	Glomeromycota	?	?	?	?	?
OTU_4159	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Trichomonascaceae	Blastobotrys	Blastobotrys adeninivorans
OTU_4160	Fungi	Glomeromycota	?	?	?	?	?
OTU_4161	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	Ascomycota sp
OTU_4162	Fungi	Ascomycota	Incertae sedis	Incertae sedis	Incertae sedis	?	?
OTU_4163	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Penicillium	Penicillium sp
OTU_4164	Fungi	Ascomycota	?	?	?	?	?
OTU_4167	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella afrostuposa
OTU_4169	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Nectria	Nectria ventricosa
OTU_4172	Fungi	Ascomycota	?	?	?	?	?
OTU_4173	Fungi	unidentified	unidentified	unidentified	?	?	?
OTU_4175	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	Fungi sp
OTU_4176	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_4179	Fungi	Ascomycota	?	?	?	?	?
OTU_4182	Fungi	Glomeromycota	Glomeromycetes	Glomerales	?	?	?
OTU_4184	Fungi	Ascomycota	?	?	?	?	?
OTU_4185	Fungi	?	?	?	?	?	?
OTU_4186	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_4189	Fungi	Ascomycota	Sordariomycetes	Xylariales	unidentified	unidentified	?
OTU_4190	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_4192	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Aspergillus	Aspergillus lucknowensis
OTU_4193	Fungi	Ascomycota	?	?	?	?	?
OTU_4194	Fungi	Ascomycota	Eurotiomycetes	?	?	?	?
OTU_4195	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_4197	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	?	?	?
OTU_4198	Fungi	?	?	?	?	?	?
OTU_4199	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Lecanicillium	Lecanicillium sp ID05_F0197
OTU_4201	Fungi	Ascomycota	?	?	?	?	?
OTU_4202	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_4203	Fungi	Ascomycota	Sordariomycetes	Xylariales	?	?	?
OTU_4204	Fungi	?	?	?	?	?	?
OTU_4207	Fungi	?	?	?	?	?	?
OTU_4209	Fungi	Ascomycota	?	?	?	?	?
OTU_4211	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Penicillium	Penicillium pimiteouiense
OTU_4212	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Ganodermataceae	?	?
OTU_4216	Fungi	Ascomycota	?	?	?	?	?
OTU_4217	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Incertae sedis	Myrothecium	Myrothecium inundatum
OTU_4219	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	Ascomycota sp
OTU_4221	Fungi	Basidiomycota	Agaricomycetes	?	?	?	?
OTU_4222	Fungi	?	?	?	?	?	?
OTU_4226	Fungi	Ascomycota	Sordariomycetes	Xylariales	?	?	?
OTU_4227	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus proliferus
OTU_4229	Fungi	?	?	?	?	?	?
OTU_4230	Fungi	Ascomycota	Dothideomycetes	Pleosporales	?	?	?
OTU_4231	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_4233	Fungi	?	?	?	?	?	?
OTU_4235	Fungi	Ascomycota	?	?	?	?	?
OTU_4236	Fungi	Ascomycota	Eurotiomycetes	?	?	?	?
OTU_4237	Fungi	Ascomycota	?	?	?	?	?
OTU_4239	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Incertae sedis	?	?
OTU_4240	Fungi	Basidiomycota	Agaricomycetes	?	?	?	?
OTU_4241	Fungi	Ascomycota	?	?	?	?	?
OTU_4242	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	unidentified	Agaricaceae sp
OTU_4245	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_4248	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	unidentified	Xylariaceae sp
OTU_4249	Fungi	Ascomycota	?	?	?	?	?
OTU_4250	Fungi	Basidiomycota	?	?	?	?	?
OTU_4251	Fungi	Basidiomycota	?	?	?	?	?
OTU_4253	Fungi	Basidiomycota	Agaricomycetes	?	?	?	?
OTU_4254	Fungi	Ascomycota	Leotiomycetes	Thelebolales	?	?	?
OTU_4255	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	?	?	?
OTU_4259	Fungi	Basidiomycota	Agaricomycetes	?	?	?	?
OTU_4260	Fungi	Incertae sedis	?	?	?	?	?
OTU_4262	Fungi	Basidiomycota	?	?	?	?	?
OTU_4263	Fungi	Ascomycota	?	?	?	?	?
OTU_4265	Fungi	?	?	?	?	?	?
OTU_4268	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Xylaria	Xylaria nigripes
OTU_4269	Fungi	Ascomycota	?	?	?	?	?
OTU_4270	Fungi	Ascomycota	?	?	?	?	?
OTU_4271	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	?	?	?
OTU_4272	Fungi	Ascomycota	Dothideomycetes	Pleosporales	?	?	?
OTU_4274	Fungi	Ascomycota	Dothideomycetes	Pleosporales	?	?	?
OTU_4275	Fungi	Ascomycota	Sordariomycetes	Hypocreales	?	?	?
OTU_4276	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	?	?
OTU_4278	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	Ascomycota sp
OTU_4279	Fungi	Zygomycota	Incertae sedis	?	?	?	?
OTU_4281	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia sp
OTU_4282	Fungi	Glomeromycota	Glomeromycetes	unidentified	unidentified	?	?
OTU_4283	Fungi	Basidiomycota	Agaricomycetes	Agaricales	unidentified	?	?
OTU_4284	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Corynascus	Corynascus sepedonium
OTU_4285	Fungi	Ascomycota	?	?	?	?	?
OTU_4286	Fungi	Ascomycota	?	?	?	?	?
OTU_4288	Fungi	?	?	?	?	?	?
OTU_4289	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_4290	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_4291	Fungi	Ascomycota	?	?	?	?	?
OTU_4292	Fungi	Basidiomycota	Agaricomycetes	?	?	?	?
OTU_4293	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	unidentified	Bionectriaceae sp
OTU_4295	Fungi	Ascomycota	?	?	?	?	?
OTU_4296	Fungi	Glomeromycota	?	?	?	?	?
OTU_4297	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_4298	Fungi	Basidiomycota	?	?	?	?	?
OTU_4299	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_4300	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_4302	Fungi	Ascomycota	?	?	?	?	?
OTU_4303	Fungi	Basidiomycota	?	?	?	?	?
OTU_4304	Fungi	Chytridiomycota	?	?	?	?	?
OTU_4306	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	unidentified	Polyporaceae sp
OTU_4307	Fungi	Chytridiomycota	Monoblepharidomycetes	?	?	?	?
OTU_4312	Fungi	Ascomycota	?	?	?	?	?
OTU_4317	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_4318	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unidentified	?
OTU_4319	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_4321	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_4323	Fungi	Glomeromycota	Glomeromycetes	?	?	?	?
OTU_4325	Fungi	Basidiomycota	?	?	?	?	?
OTU_4326	Fungi	Ascomycota	unidentified	?	?	?	?
OTU_4327	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_4328	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_4329	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	?	?
OTU_4330	Fungi	Ascomycota	?	?	?	?	?
OTU_4332	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_4333	Fungi	Ascomycota	?	?	?	?	?
OTU_4334	Fungi	Basidiomycota	Agaricomycetes	?	?	?	?
OTU_4335	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	?	?
OTU_4336	Fungi	?	?	?	?	?	?
OTU_4337	Fungi	Ascomycota	Eurotiomycetes	unidentified	unidentified	?	?
OTU_4338	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	?	?	?
OTU_4339	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unidentified	?
OTU_4341	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Virgaria	?
OTU_4342	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	?	?
OTU_4343	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Valsaceae	Cytospora	?
OTU_4344	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	?	?
OTU_4347	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	?	?	?
OTU_4348	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Eurotium	Eurotium halophilicum
OTU_4350	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	?	?
OTU_4351	Fungi	Ascomycota	Sordariomycetes	Hypocreales	?	?	?
OTU_4352	Fungi	Chytridiomycota	?	?	?	?	?
OTU_4353	Fungi	Basidiomycota	?	?	?	?	?
OTU_4355	Fungi	Ascomycota	Sordariomycetes	Incertae sedis	Magnaporthaceae	unidentified	Magnaporthaceae sp
OTU_4356	Fungi	Ascomycota	unidentified	unidentified	unidentified	?	?
OTU_4357	Fungi	Basidiomycota	Agaricomycetes	Agaricales	?	?	?
OTU_4359	Fungi	Basidiomycota	Agaricomycetes	Incertae sedis	Incertae sedis	Resinicium	Resinicium bicolor
OTU_4360	Fungi	?	?	?	?	?	?
OTU_4361	Fungi	Ascomycota	?	?	?	?	?
OTU_4363	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hyponectriaceae	?	?
OTU_4364	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unidentified	?
OTU_4365	Fungi	Ascomycota	?	?	?	?	?
OTU_4367	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Gigasporaceae	Gigaspora	Gigaspora margarita
OTU_4370	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_4371	Fungi	Ascomycota	?	?	?	?	?
OTU_4373	Fungi	Basidiomycota	?	?	?	?	?
OTU_4374	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	unidentified	Diaporthaceae sp
OTU_4375	Fungi	Ascomycota	?	?	?	?	?
OTU_4376	Fungi	Ascomycota	?	?	?	?	?
OTU_4377	Fungi	Basidiomycota	Agaricomycetes	?	?	?	?
OTU_4379	Fungi	Ascomycota	?	?	?	?	?
OTU_4380	Fungi	?	?	?	?	?	?
OTU_4381	Fungi	Basidiomycota	?	?	?	?	?
OTU_4383	Fungi	Basidiomycota	Tremellomycetes	unidentified	unidentified	unidentified	Tremellomycetes sp
OTU_4384	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Valsaceae	?	?
OTU_4385	Fungi	?	?	?	?	?	?
OTU_4386	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Aspergillus	?
OTU_4387	Fungi	Glomeromycota	?	?	?	?	?
OTU_4388	Fungi	Glomeromycota	?	?	?	?	?
OTU_4389	Fungi	Basidiomycota	Agaricomycetes	?	?	?	?
OTU_4390	Fungi	Ascomycota	?	?	?	?	?
OTU_4391	Fungi	Ascomycota	Lecanoromycetes	?	?	?	?
OTU_4392	Fungi	?	?	?	?	?	?
OTU_4395	Fungi	Ascomycota	Incertae sedis	Incertae sedis	Incertae sedis	Ochroconis	?
OTU_4396	Fungi	Basidiomycota	Agaricomycetes	Agaricales	unidentified	unidentified	?
OTU_4397	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_4399	Fungi	unidentified	?	?	?	?	?
OTU_4401	Fungi	Ascomycota	Sordariomycetes	Hypocreales	?	?	?
OTU_4402	Fungi	?	?	?	?	?	?
OTU_4403	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Muscodor	Muscodor albus
OTU_4405	Fungi	?	?	?	?	?	?
OTU_4406	Fungi	Ascomycota	?	?	?	?	?
OTU_4407	Fungi	Ascomycota	?	?	?	?	?
OTU_4408	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	unidentified	?	?
OTU_4409	Fungi	Glomeromycota	?	?	?	?	?
OTU_4410	Fungi	?	?	?	?	?	?
OTU_4411	Fungi	unidentified	?	?	?	?	?
OTU_4412	Fungi	Ascomycota	Dothideomycetes	Capnodiales	unidentified	?	?
OTU_4414	Fungi	?	?	?	?	?	?
OTU_4415	Fungi	Basidiomycota	?	?	?	?	?
OTU_4416	Fungi	Basidiomycota	Agaricomycetes	?	?	?	?
OTU_4417	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_4419	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Togniniaceae	Phaeoacremonium	?
OTU_4420	Fungi	Basidiomycota	?	?	?	?	?
OTU_4422	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_4423	Fungi	Basidiomycota	?	?	?	?	?
OTU_4425	Fungi	Basidiomycota	Agaricomycetes	?	?	?	?
OTU_4426	Fungi	Ascomycota	Dothideomycetes	Pleosporales	?	?	?
OTU_4427	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Phanerochaete	?
OTU_4428	Fungi	Ascomycota	?	?	?	?	?
OTU_4429	Fungi	?	?	?	?	?	?
OTU_4430	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Penicillium	?
OTU_4431	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Penicillium	Penicillium pimiteouiense
OTU_4433	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Penicillium	?
OTU_4434	Fungi	Ascomycota	Sordariomycetes	Xylariales	?	?	?
OTU_4436	Fungi	Ascomycota	?	?	?	?	?
OTU_4437	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	?	?
OTU_4438	Fungi	Glomeromycota	Glomeromycetes	unidentified	unidentified	?	?
OTU_4439	Fungi	Basidiomycota	?	?	?	?	?
OTU_4440	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	unidentified	Mycosphaerellaceae sp
OTU_4441	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	unidentified	?
OTU_4442	Fungi	Ascomycota	Dothideomycetes	Pleosporales	?	?	?
OTU_4443	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	unidentified	?	?
OTU_4444	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unidentified	unidentified	?
OTU_4445	Fungi	Glomeromycota	?	?	?	?	?
OTU_4446	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella agbassaensis
OTU_4448	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Incertae sedis	Panaeolus	Panaeolus sp MW_2010
OTU_4449	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_4450	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_4451	Fungi	?	?	?	?	?	?
OTU_4453	Fungi	Basidiomycota	Agaricomycetes	?	?	?	?
OTU_4454	Fungi	Ascomycota	Eurotiomycetes	?	?	?	?
OTU_4456	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	unidentified	?
OTU_4457	Fungi	Ascomycota	?	?	?	?	?
OTU_4458	Fungi	Glomeromycota	Glomeromycetes	?	?	?	?
OTU_4459	Fungi	Basidiomycota	Agaricomycetes	?	?	?	?
OTU_4461	Fungi	Ascomycota	?	?	?	?	?
OTU_4462	Fungi	Basidiomycota	Agaricomycetes	?	?	?	?
OTU_4463	Fungi	Ascomycota	?	?	?	?	?
OTU_4465	Fungi	Ascomycota	?	?	?	?	?
OTU_4466	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_4467	Fungi	?	?	?	?	?	?
OTU_4469	Fungi	Ascomycota	?	?	?	?	?
OTU_4470	Fungi	?	?	?	?	?	?
OTU_4471	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	Pleosporales sp
OTU_4474	Fungi	Basidiomycota	Agaricomycetes	?	?	?	?
OTU_4475	Fungi	Ascomycota	?	?	?	?	?
OTU_4478	Fungi	Ascomycota	?	?	?	?	?
OTU_4479	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	?	?
OTU_4480	Fungi	Ascomycota	Dothideomycetes	Pleosporales	?	?	?
OTU_4481	Fungi	Zygomycota	Incertae sedis	?	?	?	?
OTU_4483	Fungi	Ascomycota	?	?	?	?	?
OTU_4484	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Mycosphaerella	Mycosphaerella pseudomarksii
OTU_4487	Fungi	Ascomycota	Orbiliomycetes	?	?	?	?
OTU_4490	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_4492	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	?	?
OTU_4493	Fungi	Ascomycota	Sordariomycetes	Sordariales	unidentified	unidentified	?
OTU_4495	Fungi	Ascomycota	Dothideomycetes	Pleosporales	?	?	?
OTU_4496	Fungi	Basidiomycota	?	?	?	?	?
OTU_4497	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_4498	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_4499	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_4502	Fungi	Basidiomycota	Agaricomycetes	Agaricales	?	?	?
OTU_4503	Fungi	Basidiomycota	Tremellomycetes	Tremellales	?	?	?
OTU_4504	Fungi	Ascomycota	Dothideomycetes	Incertae sedis	?	?	?
OTU_4505	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_4506	Fungi	Glomeromycota	?	?	?	?	?
OTU_4507	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Incertae sedis	Rhodotorula	Rhodotorula mucilaginosa
OTU_4508	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_4510	Fungi	Basidiomycota	unidentified	unidentified	unidentified	unidentified	Basidiomycota sp
OTU_4512	Fungi	Basidiomycota	Agaricomycetes	?	?	?	?
OTU_4514	Fungi	Ascomycota	?	?	?	?	?
OTU_4515	Fungi	?	?	?	?	?	?
OTU_4516	Fungi	Ascomycota	Dothideomycetes	Pleosporales	?	?	?
OTU_4517	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	?	?
OTU_4518	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	?	?
OTU_4521	Fungi	?	?	?	?	?	?
OTU_4522	Fungi	?	?	?	?	?	?
OTU_4523	Fungi	Basidiomycota	Agaricomycetes	Agaricales	?	?	?
OTU_4525	Fungi	Ascomycota	Eurotiomycetes	?	?	?	?
OTU_4527	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	unidentified	Herpotrichiellaceae sp
OTU_4528	Fungi	Chytridiomycota	Chytridiomycetes	?	?	?	?
OTU_4529	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	?	?
OTU_4531	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	Ascomycota sp
OTU_4532	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_4535	Fungi	Glomeromycota	?	?	?	?	?
OTU_4539	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Massarinaceae	unidentified	?
OTU_4540	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_4542	Fungi	Basidiomycota	?	?	?	?	?
OTU_4543	Fungi	Basidiomycota	?	?	?	?	?
OTU_4544	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_4546	Fungi	Ascomycota	?	?	?	?	?
OTU_4547	Fungi	Glomeromycota	?	?	?	?	?
OTU_4548	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_4550	Fungi	Ascomycota	Sordariomycetes	unidentified	?	?	?
OTU_4551	Fungi	Ascomycota	?	?	?	?	?
OTU_4552	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_4554	Fungi	Glomeromycota	?	?	?	?	?
OTU_4555	Fungi	Basidiomycota	?	?	?	?	?
OTU_4556	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	unidentified	unidentified	Chaetothyriales sp
OTU_4558	Fungi	Basidiomycota	Agaricomycetes	Agaricales	unidentified	unidentified	Agaricales sp
OTU_4559	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	unidentified	?
OTU_4562	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	?	?	?
OTU_4563	Fungi	Ascomycota	?	?	?	?	?
OTU_4564	Fungi	Basidiomycota	Tremellomycetes	?	?	?	?
OTU_4565	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	?
OTU_4566	Fungi	Ascomycota	Sordariomycetes	Incertae sedis	Glomerellaceae	Colletotrichum	?
OTU_4567	Fungi	Basidiomycota	Agaricomycetes	Agaricales	?	?	?
OTU_4568	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_4569	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	Ascomycota sp
OTU_4571	Fungi	Glomeromycota	Glomeromycetes	Glomerales	?	?	?
OTU_4573	Fungi	Basidiomycota	Agaricomycetes	Agaricales	?	?	?
OTU_4574	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Penicillium	Penicillium digitatum
OTU_4575	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Pseudocercospora	?
OTU_4576	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	Coprinopsis clastophylla
OTU_4577	Fungi	Ascomycota	?	?	?	?	?
OTU_4578	Fungi	Ascomycota	unidentified	unidentified	?	?	?
OTU_4579	Fungi	Basidiomycota	Tremellomycetes	?	?	?	?
OTU_4580	Fungi	?	?	?	?	?	?
OTU_4581	Fungi	Ascomycota	Eurotiomycetes	?	?	?	?
OTU_4582	Fungi	Ascomycota	Eurotiomycetes	?	?	?	?
OTU_4583	Fungi	Basidiomycota	?	?	?	?	?
OTU_4586	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Penicillium	?
OTU_4587	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	?
OTU_4588	Fungi	Basidiomycota	?	?	?	?	?
OTU_4590	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	unidentified	Mycosphaerellaceae sp
OTU_4591	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_4593	Fungi	Ascomycota	unidentified	?	?	?	?
OTU_4595	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_4597	Fungi	Ascomycota	?	?	?	?	?
OTU_4598	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_4599	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	?	?
OTU_4600	Fungi	unidentified	unidentified	unidentified	?	?	?
OTU_4602	Fungi	Ascomycota	?	?	?	?	?
OTU_4603	Fungi	Glomeromycota	?	?	?	?	?
OTU_4604	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Fonsecaea	Fonsecaea sp MFLUCC 10_0763
OTU_4606	Protista	Cercozoa	?	?	?	?	?
OTU_4607	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_4608	Fungi	Ascomycota	Eurotiomycetes	?	?	?	?
OTU_4609	Fungi	Basidiomycota	Agaricomycetes	?	?	?	?
OTU_4610	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_4611	Fungi	Ascomycota	?	?	?	?	?
OTU_4612	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium sp
OTU_4613	Fungi	?	?	?	?	?	?
OTU_4615	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinales Group B	?	?
OTU_4616	Fungi	Glomeromycota	?	?	?	?	?
OTU_4618	Fungi	?	?	?	?	?	?
OTU_4619	Fungi	Zygomycota	Incertae sedis	?	?	?	?
OTU_4620	Fungi	?	?	?	?	?	?
OTU_4621	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	unidentified	Dothioraceae sp
OTU_4622	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	?	?
OTU_4623	Fungi	unidentified	unidentified	unidentified	unidentified	?	?
OTU_4624	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Phellinus	?
OTU_4625	Fungi	Basidiomycota	?	?	?	?	?
OTU_4626	Fungi	Ascomycota	?	?	?	?	?
OTU_4627	Fungi	Ascomycota	?	?	?	?	?
OTU_4628	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Togniniaceae	Phaeoacremonium	?
